,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,SALES_PRICE,AGE_OF_HOUSE
5794,2,993,66,1.0,1.0,3,1,1,1,2,1,5,3.2,3.3,2.1,2.91,9404600,20
5795,4,1257,72,1.0,1.0,3,4,0,1,0,0,2,3.2,3.1,2.4,2.85,6771500,8
5796,2,1280,180,2.0,1.0,4,4,1,0,2,2,5,2.0,3.7,4.6,3.46,15311500,26
5797,3,1337,120,2.0,1.0,4,0,1,1,0,0,3,3.6,2.8,4.7,3.8,9389920,16
5798,3,2325,99,4.0,2.0,6,0,0,1,0,2,5,2.7,3.3,4.4,3.56,11948440,22
5799,6,1946,130,3.0,2.0,5,3,1,2,2,1,5,2.5,3.4,4.7,3.57,12129270,21
5800,1,1719,83,1.0,1.0,4,2,1,1,2,2,3,2.7,2.4,4.5,3.345,11681650,45
5801,6,1636,152,2.0,1.0,4,3,1,0,2,0,4,2.1,2.4,5.0,3.11,15224290,37
5802,2,1264,173,2.0,1.0,4,1,1,0,0,2,4,4.3,4.8,2.5,3.96,15490850,23
5803,4,780,127,1.0,1.0,2,3,1,0,2,2,2,3.5,3.7,2.0,2.96,7608500,30
5804,3,2178,24,3.0,2.0,5,2,0,0,0,2,5,2.7,3.9,4.0,3.58,17268380,29
5805,4,1232,78,1.0,1.0,3,0,1,2,2,1,3,3.9,3.2,4.3,3.85,7500750,25
5806,4,762,156,1.0,1.0,2,3,0,1,2,1,1,3.9,3.0,3.9,3.63,3608250,23
5807,5,1934,192,2.0,1.0,5,2,1,1,2,2,4,4.1,3.1,2.1,2.95,14019480,9
5808,0,978,172,1.0,1.0,3,1,0,0,2,2,0,4.6,2.7,4.9,4.37,10283690,26
5809,3,2248,162,4.0,2.0,6,1,0,1,2,0,3,2.2,2.1,4.9,3.25,11109840,22
5810,1,1991,123,2.0,1.0,5,1,0,0,1,2,3,4.5,3.5,4.3,4.17,21350340,12
5811,4,573,91,1.0,1.0,2,4,1,1,0,1,4,2.4,2.6,3.6,2.94,5582500,32
5812,3,2496,88,4.0,2.0,6,0,1,0,0,0,4,3.6,4.2,3.9,3.9,20231160,28
5813,3,1931,194,3.0,2.0,5,0,0,2,2,0,3,3.4,4.2,4.7,4.16,10770140,16
5814,4,652,126,1.0,1.0,2,2,0,1,2,0,1,2.0,3.4,4.1,3.26,4664500,6
5815,2,770,174,1.0,1.0,2,3,1,1,2,2,4,2.6,2.3,2.1,2.33,8086750,13
5816,4,1323,76,1.0,1.0,3,2,0,0,0,2,3,3.2,4.0,2.4,3.12,10049250,31
5817,3,2180,78,3.0,2.0,5,4,0,2,2,2,4,4.6,3.9,2.5,3.55,11237140,26
5818,3,2458,83,4.0,2.0,6,1,0,0,2,2,4,4.2,3.3,4.3,3.97,18763360,28
5819,6,1684,87,2.0,1.0,4,1,1,1,1,0,2,2.2,4.8,4.9,4.18,10088120,16
5820,1,1556,120,1.0,1.0,4,0,0,0,0,1,5,4.2,2.8,4.6,4.01,18286600,5
5821,4,526,45,1.0,1.0,2,4,1,0,2,1,4,3.7,2.3,4.6,3.64,6956750,13
5822,2,714,55,1.0,1.0,2,3,1,0,1,1,5,3.5,4.7,4.3,4.22,10312400,36
5823,4,748,105,1.0,1.0,2,0,0,0,2,1,2,4.7,3.5,3.1,3.7,5699500,34
5824,0,635,133,1.0,1.0,2,3,0,0,2,1,0,4.6,3.2,3.8,3.92,6036800,40
5825,2,1137,155,1.0,1.0,3,2,1,2,1,2,4,3.6,4.8,4.4,4.32,10145540,19
5826,4,1132,88,1.0,1.0,3,0,1,1,2,1,4,4.1,2.4,3.6,3.39,7387000,16
5827,1,1804,5,2.0,1.0,5,3,1,2,1,1,3,2.8,3.6,2.2,2.76,13073340,21
5828,3,2327,44,4.0,2.0,6,3,0,1,0,2,4,2.0,4.7,4.4,3.77,11494940,17
5829,3,1966,111,3.0,2.0,5,3,1,2,2,0,4,3.2,2.6,4.6,3.58,12383920,20
5830,4,552,167,1.0,1.0,2,2,0,0,1,2,4,2.3,3.7,4.5,3.6,6624750,21
5831,3,1862,101,3.0,2.0,5,0,0,0,2,0,3,4.7,2.1,5.0,4.04,15087520,16
5832,6,1640,149,2.0,1.0,4,3,1,1,1,2,5,2.2,3.3,2.1,2.67,10295890,37
5833,2,1232,30,2.0,1.0,4,1,1,0,0,1,5,4.2,4.5,2.6,3.84,15414900,14
5834,2,799,144,1.0,1.0,2,2,1,2,2,0,3,2.7,4.2,3.3,3.48,8172980,33
5835,4,1114,200,1.0,1.0,3,0,0,2,2,2,1,3.3,3.5,2.5,3.04,5360500,25
5836,4,1444,135,2.0,2.0,4,0,0,1,0,2,2,2.5,4.7,4.4,3.92,6613250,35
5837,3,2369,130,4.0,2.0,6,1,1,1,2,0,4,3.7,2.9,2.4,2.94,13250400,10
5838,4,1642,191,2.0,2.0,4,0,0,0,2,2,5,4.8,4.2,4.2,4.38,12829750,41
5839,2,771,163,1.0,1.0,2,0,0,0,2,0,4,4.7,2.5,4.5,3.76,10724600,8
5840,6,1595,7,2.0,1.0,4,1,1,1,0,0,1,4.7,2.3,4.9,3.68,9524080,14
5841,5,1766,11,1.0,1.0,4,0,1,0,1,1,5,4.9,3.7,4.5,4.42,20283340,37
5842,6,1692,85,2.0,1.0,4,4,1,2,1,0,1,4.4,3.1,2.6,3.28,9427130,24
5843,5,1827,92,2.0,1.0,5,1,1,0,2,2,4,3.3,4.9,4.7,4.33,21340820,36
5844,2,1256,161,2.0,1.0,4,3,0,1,1,2,3,2.1,3.6,3.2,3.03,8547800,12
5845,6,1892,186,3.0,2.0,5,1,0,1,2,0,4,2.4,3.7,4.9,3.74,10412770,46
5846,5,1541,111,1.0,1.0,4,2,1,0,2,2,4,2.9,3.6,3.5,3.345,18197010,33
5847,0,798,148,1.0,1.0,2,4,0,2,1,2,2,2.2,4.3,4.5,3.77,6350490,26
5848,6,1845,110,3.0,2.0,5,0,1,2,0,0,1,3.4,3.9,2.4,3.33,10104040,52
5849,1,1519,121,1.0,1.0,4,0,0,2,2,0,4,2.2,4.8,3.8,3.49,12336310,32
5850,0,950,16,1.0,1.0,3,1,1,1,1,0,5,3.6,4.5,4.1,4.03,10978335,9
5851,4,910,190,1.0,1.0,3,3,0,1,2,2,4,4.1,4.9,3.2,3.98,6721750,5
5852,4,828,7,1.0,1.0,2,1,0,2,0,1,5,4.6,4.6,5.0,4.76,7031000,22
5853,1,1551,32,1.0,1.0,4,0,0,1,2,0,5,2.8,3.4,2.5,2.83,11925160,33
5854,2,831,15,1.0,1.0,3,0,1,2,0,2,5,2.1,4.3,3.0,3.25,9732220,17
5855,2,1196,13,1.0,1.0,3,4,0,0,2,2,3,3.6,3.2,4.8,3.8,12787100,10
5856,4,1589,140,2.0,2.0,4,3,0,1,2,0,2,4.5,3.1,2.0,3.08,7242250,41
5857,1,1874,142,2.0,1.0,5,1,1,1,0,0,4,5.0,3.8,4.4,4.46,14635980,28
5858,5,1867,127,2.0,1.0,5,3,1,0,2,1,4,2.2,2.1,3.1,2.58,20581260,33
5859,5,1909,185,2.0,1.0,5,4,1,0,0,1,3,4.2,4.8,2.4,3.54,20600300,15
5860,0,672,18,1.0,1.0,2,0,0,2,2,1,0,4.5,4.7,4.4,4.49,4456285,19
5861,1,1997,36,2.0,1.0,5,2,0,0,2,0,4,2.0,2.6,4.9,3.31,21744380,24
5862,1,1700,131,1.0,1.0,4,0,0,2,2,0,4,4.0,4.2,4.5,4.25,13342960,23
5863,3,1934,73,3.0,2.0,5,0,1,0,0,2,3,4.9,3.5,5.0,4.52,16063820,21
5864,1,1716,157,1.0,1.0,4,4,0,0,0,0,3,4.4,4.9,2.9,3.925,19151250,5
5865,2,736,134,1.0,1.0,2,1,0,0,0,1,3,3.1,2.4,4.2,3.15,8817800,32
5866,6,1505,83,2.0,1.0,4,3,0,2,0,2,2,4.5,3.5,4.1,3.93,8239330,39
5867,0,689,98,1.0,1.0,2,3,1,2,1,2,1,3.3,2.2,4.8,3.83,6946275,5
5868,2,862,150,1.0,1.0,3,0,0,2,2,1,4,4.7,2.9,5.0,4.07,7215190,39
5869,4,1320,133,1.0,1.0,3,1,1,2,2,1,3,3.4,2.4,2.0,2.54,7774000,28
5870,3,2300,113,4.0,2.0,6,0,0,2,0,0,3,4.9,5.0,4.5,4.77,12369320,16
5871,6,1697,107,2.0,1.0,4,3,0,2,1,0,1,3.9,3.8,4.9,4.16,8632400,35
5872,3,2178,57,3.0,2.0,5,4,0,1,2,0,4,3.4,2.5,2.4,2.73,10917620,11
5873,2,1229,146,2.0,1.0,4,1,0,1,2,0,4,3.4,3.8,3.4,3.56,10107150,5
5874,5,1549,169,1.0,1.0,4,3,0,0,1,2,3,2.6,4.8,5.0,4.23,16686780,44
5875,6,1911,28,3.0,2.0,5,3,0,1,2,2,0,2.5,4.8,2.0,3.39,8051490,7
5876,1,1654,65,1.0,1.0,4,4,0,2,1,2,5,3.8,3.3,3.7,3.635,12493450,39
5877,2,1224,27,2.0,1.0,4,2,0,1,2,2,5,3.9,4.2,3.9,4.02,9598800,24
5878,4,927,35,1.0,1.0,3,2,0,0,2,1,0,3.4,3.2,2.5,2.98,5644750,25
5879,2,1166,36,1.0,1.0,3,1,0,0,0,0,5,4.2,2.3,3.4,3.2,14849300,14
5880,0,900,28,1.0,1.0,3,1,1,1,2,2,4,4.9,2.4,4.8,4.35,9789995,13
5881,5,1924,158,2.0,1.0,5,3,0,2,1,2,3,5.0,2.8,2.3,3.235,13708870,5
5882,6,1527,122,2.0,1.0,4,0,0,0,2,2,1,2.9,2.6,3.9,3.07,11709470,16
5883,6,1773,87,2.0,1.0,4,0,0,1,1,2,1,2.0,4.5,2.8,3.37,7840470,16
5884,3,2187,175,3.0,2.0,5,0,1,0,2,0,3,4.8,4.6,2.7,3.9,17735560,18
5885,6,1574,30,2.0,1.0,4,0,1,0,0,2,3,2.2,2.4,3.8,2.77,13737660,48
5886,3,2235,74,4.0,2.0,6,2,1,0,2,2,4,4.2,3.1,3.0,3.39,18257260,13
5887,2,776,97,1.0,1.0,2,2,1,0,0,0,4,3.9,2.6,3.9,3.38,11711950,17
5888,0,1030,104,1.0,1.0,3,3,1,0,2,2,4,3.3,4.3,4.3,4.0,13840875,25
5889,2,791,178,1.0,1.0,2,0,1,2,1,1,5,3.6,2.7,2.5,2.91,8747420,5
5890,1,1600,170,1.0,1.0,4,1,0,0,2,2,4,3.2,2.5,4.3,3.465,18127850,35
5891,2,1270,134,2.0,1.0,4,2,0,1,2,2,3,3.2,3.7,3.2,3.4,8572850,19
5892,2,1150,195,1.0,1.0,3,0,0,2,2,2,3,4.9,3.9,3.0,3.93,8882750,15
5893,3,2369,173,4.0,2.0,6,3,1,0,2,2,5,4.7,2.9,4.6,4.12,19436960,28
5894,1,1814,110,2.0,1.0,5,2,1,0,0,1,4,2.9,3.2,4.9,3.775,20421310,23
5895,5,1925,49,2.0,1.0,5,1,0,0,1,0,5,2.6,4.0,3.1,3.175,22499550,15
5896,4,1217,17,1.0,1.0,3,1,1,1,2,1,0,4.1,2.0,3.5,3.23,5710250,5
5897,1,1668,40,1.0,1.0,4,0,0,1,1,2,3,3.8,2.7,2.2,2.885,10839370,21
5898,6,1668,15,2.0,1.0,4,4,1,2,0,0,3,3.0,3.0,3.1,3.03,10249920,51
5899,4,1435,81,2.0,2.0,4,0,1,0,2,2,2,3.6,2.6,4.3,3.58,10813000,40
5900,0,762,16,1.0,1.0,2,1,0,2,1,2,3,2.9,4.7,3.5,3.56,7283940,36
5901,6,1816,29,3.0,2.0,5,3,0,2,2,2,2,3.9,2.6,2.1,2.78,9423970,26
5902,2,1255,129,2.0,1.0,4,1,0,1,1,0,5,3.6,3.8,4.7,4.01,10222950,37
5903,3,2011,193,3.0,2.0,5,1,1,2,0,0,4,4.4,3.6,2.2,3.28,12914980,28
5904,6,1874,154,3.0,2.0,5,4,1,0,0,1,1,2.2,4.2,3.0,3.34,14057920,26
5905,6,1743,86,2.0,1.0,4,3,0,0,2,2,0,3.7,2.3,2.4,2.68,12498160,18
5906,1,1545,45,1.0,1.0,4,1,1,0,2,1,5,3.4,4.2,2.4,3.2,19030440,22
5907,2,782,195,1.0,1.0,2,2,1,0,2,2,5,2.6,4.5,3.2,3.54,11934800,8
5908,4,1349,59,2.0,2.0,4,0,1,2,0,2,0,2.7,2.1,4.0,3.04,7141125,5
5909,3,2443,118,4.0,2.0,6,3,0,1,0,2,4,2.0,4.7,3.7,3.49,11734800,20
5910,3,1696,35,2.0,1.0,4,3,1,1,2,2,3,2.5,4.5,2.1,2.94,9719120,16
5911,6,1727,5,2.0,1.0,4,1,0,0,2,0,1,3.5,2.8,4.6,3.52,13281650,50
5912,2,813,103,1.0,1.0,3,1,1,1,1,0,5,3.9,3.4,4.8,3.97,9512350,33
5913,1,1998,20,2.0,1.0,5,0,1,0,0,1,4,2.2,3.9,4.2,3.425,22401070,6
5914,3,1961,197,3.0,2.0,5,3,1,2,2,2,5,3.8,4.8,4.2,4.26,12616740,16
5915,3,2298,106,4.0,2.0,6,3,0,2,2,2,5,4.9,2.7,3.6,3.72,12631140,29
5916,4,1544,52,2.0,2.0,4,1,0,0,0,0,5,4.9,3.4,3.8,4.01,13846250,11
5917,1,1930,158,2.0,1.0,5,4,0,0,2,1,5,2.4,2.8,3.1,2.78,20695180,19
5918,0,642,72,1.0,1.0,2,0,1,1,2,0,3,2.0,4.0,4.0,3.4,8121150,10
5919,2,1066,120,1.0,1.0,3,2,0,0,0,1,3,3.8,2.1,2.7,2.79,11205450,19
5920,1,1673,120,1.0,1.0,4,1,1,2,1,0,5,3.2,2.2,3.7,3.15,14702890,40
5921,1,1829,24,2.0,1.0,5,2,1,1,2,1,5,3.3,3.6,4.7,3.935,13177330,34
5922,4,616,84,1.0,1.0,2,0,0,0,1,0,3,3.9,2.0,4.9,3.73,6805500,30
5923,0,713,60,1.0,1.0,2,1,0,2,2,0,2,4.9,3.0,3.7,3.92,7148255,37
5924,2,838,31,1.0,1.0,3,0,0,2,2,0,4,4.9,2.5,2.2,3.13,8371810,25
5925,6,1804,64,3.0,2.0,5,4,1,0,0,1,2,4.3,2.4,3.6,3.24,14524030,9
5926,1,1840,48,2.0,1.0,5,3,1,2,1,1,4,4.0,4.6,2.4,3.51,13802880,29
5927,0,876,99,1.0,1.0,3,1,1,2,1,1,2,4.3,3.9,2.2,3.17,7945255,17
5928,4,1213,167,1.0,1.0,3,2,0,2,2,2,3,3.8,3.8,2.6,3.32,6628625,35
5929,6,1541,42,2.0,1.0,4,2,0,1,0,1,0,2.2,3.4,4.9,3.55,5574400,45
5930,4,1401,132,2.0,2.0,4,1,0,1,0,2,4,5.0,2.8,3.4,3.7,7900250,41
5931,6,1637,100,2.0,1.0,4,4,0,2,2,2,2,2.2,3.3,4.7,3.45,8621960,18
5932,2,1299,104,2.0,1.0,4,3,1,1,2,0,5,3.6,3.9,4.0,3.84,11845200,4
5933,4,1160,52,1.0,1.0,3,2,0,0,2,2,4,4.4,3.5,2.4,3.33,9516250,43
5934,2,770,181,1.0,1.0,2,4,1,1,2,2,5,2.5,3.9,3.6,3.39,8558000,12
5935,4,1496,60,2.0,2.0,4,3,1,1,0,2,5,4.8,4.9,2.0,3.71,9789500,22
5936,2,911,125,1.0,1.0,3,4,1,2,1,2,3,4.5,3.5,2.0,3.35,8383570,14
5937,5,1763,93,1.0,1.0,4,4,1,1,0,2,3,2.9,3.1,4.2,3.535,12136090,32
5938,2,858,96,1.0,1.0,3,0,1,2,1,0,3,4.1,4.9,4.1,4.42,8905710,19
5939,6,1943,36,3.0,2.0,5,0,0,0,1,0,2,4.5,3.6,3.5,3.8,15165030,29
5940,6,1920,192,3.0,2.0,5,1,0,2,2,1,2,3.6,3.2,3.4,3.36,8905640,52
5941,4,672,34,1.0,1.0,2,3,1,1,2,1,3,2.6,3.0,3.6,3.12,5623500,18
5942,2,912,90,1.0,1.0,3,3,1,2,2,0,4,2.8,3.4,4.0,3.4,9962690,7
5943,4,584,59,1.0,1.0,2,4,1,0,0,1,1,2.4,3.7,4.7,3.71,5109750,45
5944,3,2222,20,4.0,2.0,6,4,1,0,0,0,4,2.2,4.2,2.5,2.92,18726320,6
5945,1,1939,130,2.0,1.0,5,3,1,0,1,1,4,4.9,3.0,2.5,3.465,21198330,29
5946,4,1420,76,2.0,2.0,4,4,0,2,2,0,1,4.8,2.8,2.0,3.08,7132750,7
5947,1,1993,15,2.0,1.0,5,2,1,1,1,2,4,3.0,3.5,4.0,3.525,13575070,36
5948,5,1818,146,2.0,1.0,5,2,1,1,2,1,5,4.6,3.1,3.2,3.595,13267610,28
5949,4,1459,126,2.0,2.0,4,4,1,0,0,2,0,4.3,3.4,3.8,3.83,9605500,50
5950,6,1889,78,3.0,2.0,5,3,1,1,2,2,0,3.9,4.0,4.6,4.16,8941450,20
5951,2,1155,99,1.0,1.0,3,0,1,1,2,1,5,3.3,4.4,2.7,3.56,9784500,18
5952,1,1707,145,1.0,1.0,4,1,1,0,0,0,3,3.9,4.8,3.7,4.045,20399250,25
5953,0,896,135,1.0,1.0,3,3,0,1,2,0,0,4.0,3.9,3.9,3.93,6226140,16
5954,6,1972,194,3.0,2.0,5,2,0,1,2,1,5,2.9,2.2,4.9,3.19,10282630,14
5955,6,1506,172,2.0,1.0,4,2,1,1,0,1,3,3.8,2.0,3.6,2.93,8202120,41
5956,2,868,179,1.0,1.0,3,0,1,1,1,0,4,4.1,4.2,2.1,3.54,8634900,38
5957,1,1661,143,1.0,1.0,4,1,1,0,2,1,3,4.2,2.0,2.2,2.85,18792260,18
5958,2,962,20,1.0,1.0,3,1,1,0,2,2,3,3.5,2.4,3.1,2.94,12288650,15
5959,3,1609,49,2.0,1.0,4,4,1,2,2,0,5,2.8,3.4,2.8,2.98,11311420,22
5960,2,1250,124,2.0,1.0,4,2,1,1,2,0,3,2.9,3.0,3.9,3.24,10236350,5
5961,1,1796,183,1.0,1.0,4,0,1,2,2,0,3,4.5,3.1,2.8,3.47,13800280,45
5962,4,909,125,1.0,1.0,3,2,0,2,2,2,3,3.5,2.5,2.4,2.76,5844625,27
5963,6,1930,140,3.0,2.0,5,1,0,2,1,0,5,3.9,2.2,3.0,2.87,11853530,44
5964,1,2000,124,2.0,1.0,5,0,0,0,2,0,3,4.1,2.1,3.9,3.52,21336660,23
5965,0,949,6,1.0,1.0,3,2,1,2,2,1,0,3.6,4.0,4.6,4.18,6620420,28
5966,1,1639,153,1.0,1.0,4,0,0,0,2,0,3,3.8,3.5,2.9,3.365,17976550,40
5967,2,923,7,1.0,1.0,3,3,1,1,1,1,4,2.5,2.8,3.1,2.8,7681650,39
5968,4,502,59,1.0,1.0,2,3,0,0,2,2,2,2.2,2.5,4.9,3.37,5358500,18
5969,6,1511,74,2.0,1.0,4,3,1,1,1,0,4,3.6,4.9,2.7,3.92,10369970,16
5970,0,873,11,1.0,1.0,3,0,1,0,2,2,4,4.8,2.9,2.6,3.32,12590580,12
5971,3,2155,151,3.0,2.0,5,3,0,1,0,0,4,3.4,3.4,3.0,3.24,11217480,24
5972,0,647,28,1.0,1.0,2,1,1,1,2,2,2,4.7,4.5,3.3,3.96,7204440,16
5973,2,934,75,1.0,1.0,3,0,1,2,2,1,5,3.1,2.4,4.4,3.21,9387330,21
5974,3,2251,156,4.0,2.0,6,1,1,1,0,2,5,2.7,4.8,2.5,3.25,12992320,26
5975,4,670,19,1.0,1.0,2,1,1,1,1,1,1,4.3,3.8,2.1,3.27,4513000,20
5976,4,1343,117,2.0,2.0,4,2,0,0,1,1,0,3.7,4.8,4.6,4.39,7585000,36
5977,2,1021,14,1.0,1.0,3,3,1,0,2,1,4,3.0,4.0,4.7,3.91,12605100,18
5978,4,882,173,1.0,1.0,2,4,0,0,2,1,1,5.0,4.1,3.0,3.93,5447000,48
5979,6,1573,121,2.0,1.0,4,1,0,1,2,1,3,2.8,2.2,4.1,2.92,8024600,20
5980,1,1979,83,2.0,1.0,5,3,0,0,2,1,3,3.6,3.3,2.1,2.925,20203750,20
5981,5,1926,100,2.0,1.0,5,3,0,0,0,1,5,4.3,2.4,2.0,2.79,21006920,31
5982,4,1347,94,2.0,2.0,4,4,0,1,2,1,4,4.2,2.7,4.8,3.99,6374000,50
5983,5,1760,173,1.0,1.0,4,2,1,0,1,2,3,4.3,2.6,3.2,3.38,19430380,29
5984,3,1776,95,2.0,1.0,4,1,1,0,2,2,3,3.8,3.6,3.0,3.42,15140080,24
5985,2,1037,127,1.0,1.0,3,2,1,1,2,2,5,2.3,4.9,3.2,3.61,9966200,12
5986,4,1365,108,2.0,2.0,4,2,1,2,0,2,1,4.4,2.5,3.0,3.27,7729875,6
5987,4,1179,81,1.0,1.0,3,3,0,0,2,1,5,3.0,3.0,2.4,2.76,10175500,14
5988,1,1514,181,1.0,1.0,4,4,1,2,1,2,3,2.2,2.5,2.0,2.195,11978250,9
5989,2,1103,26,1.0,1.0,3,4,1,0,2,1,5,2.9,2.5,4.1,3.1,13622050,11
5990,2,878,165,1.0,1.0,3,2,0,2,2,0,5,4.5,2.8,5.0,3.97,8960460,36
5991,1,1571,138,1.0,1.0,4,3,0,0,1,2,4,3.0,4.9,3.9,3.835,17542930,34
5992,6,1502,185,2.0,1.0,4,2,0,2,1,2,2,4.7,2.4,4.4,3.58,7489210,53
5993,6,1737,107,2.0,1.0,4,3,0,2,2,1,0,3.5,4.5,2.2,3.56,7688390,7
5994,4,1252,47,1.0,1.0,3,0,1,2,1,0,5,2.9,4.9,2.5,3.34,9951000,10
5995,4,1584,85,2.0,2.0,4,1,1,1,2,2,0,3.8,3.1,4.5,3.87,6972000,28
5996,1,1658,17,1.0,1.0,4,2,0,2,1,2,5,2.2,3.0,3.5,2.92,12547180,42
5997,1,1833,78,2.0,1.0,5,2,1,0,1,0,5,4.5,4.8,3.4,4.135,21926630,29
5998,2,1057,173,1.0,1.0,3,2,1,1,2,0,5,3.0,4.4,4.1,3.89,10186950,33
5999,4,871,187,1.0,1.0,2,3,0,2,1,1,5,4.4,3.0,3.3,3.54,6491375,19
6000,2,844,22,1.0,1.0,3,1,0,2,2,1,4,3.1,3.0,5.0,3.63,7676730,19
6001,1,1741,160,1.0,1.0,4,1,0,0,2,0,5,2.6,2.5,4.0,3.135,20560910,33
6002,3,2497,197,4.0,2.0,6,3,1,2,0,0,4,2.0,2.4,4.7,3.2,14367780,22
6003,4,1265,55,1.0,1.0,3,0,0,1,2,1,4,3.8,3.0,3.3,3.36,6927750,11
6004,1,1769,28,1.0,1.0,4,1,1,2,1,0,5,3.8,3.7,2.1,3.095,15502160,22
6005,5,1902,21,2.0,1.0,5,3,1,2,2,1,3,4.5,2.2,3.6,3.52,13780420,28
6006,3,1895,63,3.0,2.0,5,0,0,0,2,0,5,3.5,3.1,4.8,3.9,16234440,22
6007,3,1531,188,2.0,1.0,4,4,1,0,0,0,3,4.9,3.5,3.6,3.96,13926940,17
6008,6,1838,68,3.0,2.0,5,1,0,2,1,0,2,3.8,3.2,2.2,3.05,9660660,53
6009,0,1288,64,2.0,2.0,4,0,0,1,0,0,4,3.8,2.4,3.8,3.52,10621695,13
6010,1,1738,19,1.0,1.0,4,4,0,2,0,2,5,3.2,3.4,3.2,3.25,13104880,42
6011,4,1010,197,1.0,1.0,3,3,1,0,2,1,0,4.0,2.6,4.6,3.82,6787250,43
6012,0,909,0,1.0,1.0,3,0,0,0,0,2,0,4.0,4.9,4.1,4.23,9812105,7
6013,6,1635,35,2.0,1.0,4,1,1,0,1,1,3,2.1,3.5,4.7,3.51,13836800,35
6014,4,744,59,1.0,1.0,2,1,0,2,2,0,2,2.8,3.7,2.3,2.87,5236000,48
6015,4,945,22,1.0,1.0,3,1,0,1,2,2,1,2.4,2.9,2.8,2.71,4941000,18
6016,2,1063,109,1.0,1.0,3,0,1,1,1,0,5,2.4,3.2,3.6,3.08,10072650,31
6017,1,1823,22,2.0,1.0,5,3,0,0,2,1,4,3.7,3.9,4.9,4.23,19103360,43
6018,3,1358,128,2.0,1.0,4,0,0,2,2,0,4,2.0,4.6,2.1,2.82,9324040,14
6019,6,1870,164,3.0,2.0,5,1,0,1,0,0,0,2.0,3.0,4.4,3.17,8543280,29
6020,2,1207,56,2.0,1.0,4,0,0,2,0,2,3,2.5,2.2,4.6,3.01,8929340,33
6021,1,1892,123,2.0,1.0,5,2,0,2,0,1,3,4.6,3.7,4.1,4.175,13082710,5
6022,6,1857,109,3.0,2.0,5,0,0,2,0,0,3,2.8,4.8,2.9,3.73,10738570,31
6023,0,1296,39,2.0,2.0,4,0,1,2,0,1,5,4.8,4.7,2.2,3.48,11651505,27
6024,2,1012,63,1.0,1.0,3,0,1,1,2,2,3,2.5,2.5,2.2,2.41,8331850,27
6025,2,733,156,1.0,1.0,2,1,0,1,0,0,3,3.1,4.3,3.2,3.61,7319850,23
6026,4,1224,129,1.0,1.0,3,4,1,0,0,2,5,2.2,3.6,3.7,3.22,11543250,35
6027,6,1587,85,2.0,1.0,4,3,0,2,1,2,1,4.4,2.8,2.6,3.14,7299610,53
6028,2,858,86,1.0,1.0,3,3,0,2,1,2,5,3.8,4.0,3.4,3.76,8617960,18
6029,2,830,176,1.0,1.0,3,0,1,0,2,2,5,2.6,2.6,3.2,2.78,11842250,39
6030,6,1665,91,2.0,1.0,4,4,0,1,2,1,3,3.6,4.8,4.8,4.5,7516880,44
6031,0,1003,49,1.0,1.0,3,1,1,0,1,0,1,2.9,4.6,3.5,3.54,12344390,26
6032,2,867,108,1.0,1.0,3,3,1,2,1,2,5,2.3,3.6,4.8,3.57,9455790,28
6033,2,1081,69,1.0,1.0,3,2,1,2,0,0,4,4.9,3.8,2.4,3.71,10908570,4
6034,6,1976,147,3.0,2.0,5,0,1,0,1,1,3,2.2,2.4,2.6,2.41,15256080,49
6035,2,1118,77,1.0,1.0,3,1,0,1,0,0,3,4.8,4.4,3.4,4.22,8688350,37
6036,4,1283,46,1.0,1.0,3,3,0,2,2,0,4,3.4,2.3,3.2,2.99,8177125,34
6037,2,889,119,1.0,1.0,3,3,1,0,2,2,3,5.0,3.7,4.8,4.42,11546650,23
6038,3,2236,99,4.0,2.0,6,3,1,2,2,2,4,4.0,3.2,2.7,3.24,12734420,25
6039,3,2113,158,3.0,2.0,5,4,0,0,2,0,3,3.8,2.9,3.7,3.49,16129140,17
6040,5,1843,168,2.0,1.0,5,1,0,0,1,0,4,2.3,2.6,5.0,3.59,20889760,33
6041,3,1795,47,3.0,2.0,5,0,1,2,2,2,4,2.5,2.3,2.8,2.56,11511100,10
6042,0,1070,70,1.0,1.0,3,2,0,1,2,2,3,2.0,2.3,5.0,3.56,7770395,33
6043,5,1545,58,1.0,1.0,4,2,0,0,0,1,4,2.2,3.2,2.7,2.675,16838870,31
6044,6,1700,113,2.0,1.0,4,3,1,0,1,1,4,2.0,2.2,2.9,2.36,14602040,22
6045,5,1511,4,1.0,1.0,4,0,0,2,2,0,4,2.8,4.3,3.7,3.58,12703130,10
6046,2,1104,67,1.0,1.0,3,4,0,2,2,1,4,3.1,2.4,3.7,3.0,8265980,14
6047,0,771,32,1.0,1.0,2,1,0,1,0,1,5,4.3,4.3,3.3,3.8,8358575,5
6048,3,1605,97,2.0,1.0,4,3,1,2,2,2,4,4.1,3.8,5.0,4.37,10918260,8
6049,1,1558,55,1.0,1.0,4,2,1,2,2,1,3,2.5,3.7,2.0,2.6,11950360,11
6050,3,1550,15,2.0,1.0,4,3,0,1,2,2,4,3.9,2.1,2.8,2.92,9084140,7
