,PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,YEAR_BUILD,YEAR_SOLD,AGE_OF_HOUSE
5715,P07952,KK Nagar,2004,2008-06-13,106,3.0,2.0,5,AdjLand,Yes,1983-06-20,House,NoSeWa,Paved,RM,4.8,4.6,3.7,4.3,555436,120747,12074700,1983,2008,25
5716,P05964,Chrompet,1067,2009-11-20,142,1.0,1.0,3,Partial,Yes,1983-11-27,House,ELO,Paved,RH,4.5,3.9,3.5,3.96,215777,41496,8299100,1983,2009,26
5717,P00625,Chrompet,1085,2013-11-23,97,1.0,1.0,3,Family,No,1990-11-29,House,AllPub,Paved,RL,2.6,4.5,2.9,3.45,210871,50609,8434850,1990,2013,23
5718,P03474,Adyar,1064,2011-03-20,75,1.0,1.0,3,Partial,No,2000-03-22,Commercial,NoSeWa,Gravel,RM,3.6,3.7,4.4,4.02,561539,168462,14038465,2000,2011,11
5719,P08649,Chrompet,739,2007-08-10,142,1.0,1.0,2,Partial,No,1984-10-13,Commercial,AllPub,No Access,RM,3.8,3.7,4.1,3.85,282160,136215,9729650,1984,2007,23
5720,P00241,Anna Nagar,1829,2014-08-31,67,2.0,1.0,5,AbNormal,Yes,1985-07-09,House,NoSeWa,Paved,RH,4.9,3.4,2.9,3.725,492458,239915,12627130,1985,2014,29
5721,P03257,T Nagar,1637,2011-04-25,99,1.0,1.0,4,Family,Yes,1967-06-05,House,NoSeWa,No Access,RM,2.6,3.8,2.8,2.99,476207,95241,11905180,1967,2011,44
5722,P06826,Adyar,763,2009-11-05,96,1.0,1.0,2,AbNormal,No,1974-05-20,Others,NoSeWa,Gravel,RL,3.1,3.2,2.6,2.87,327301,16365,8182525,1974,2009,35
5723,P02678,Adyar,1138,2011-08-19,194,1.0,1.0,3,AbNormal,No,1988-08-24,House,NoSeWa,Paved,I,4.2,4.2,2.3,3.25,269645,69337,7704145,1988,2011,23
5724,P07697,Anna Nagar,1724,2008-08-30,173,1.0,1.0,4,Partial,Yes,1986-05-09,House,NoSeWa,Gravel,RL,3.3,3.1,3.1,3.17,401541,220200,12952940,1986,2008,22
5725,P05908,Chrompet,1017,2009-01-12,111,1.0,1.0,3,Normal Sale,Yes,1995-05-12,Others,NoSeWa,No Access,RL,4.6,4.2,3.2,4.02,296185,138837,9255790,1995,2009,14
5726,P04467,Karapakkam,732,2010-08-25,56,1.0,1.0,2,AdjLand,No,1960-06-09,Others,ELO,Paved,C,4.4,2.6,2.4,3.06,139090,95376,3974000,1960,2010,50
5727,P09931,Velachery,1926,2004-08-29,24,3.0,2.0,5,Normal Sale,No,1963-09-09,Others,ELO,Paved,I,2.6,5.0,3.7,4.01,379105,142164,9477620,1963,2004,41
5728,P01286,Chrompet,958,2012-08-30,134,1.0,1.0,3,AdjLand,No,1988-05-09,Others,NoSeWa,Gravel,RL,2.0,4.4,4.8,3.8,232967,46593,9318660,1988,2012,24
5729,P03254,Velachery,1938,2011-04-25,14,3.0,2.0,5,Family,No,1967-06-05,Others,AllPub,No Access,C,3.3,3.8,3.0,3.44,291509,133261,8328830,1967,2011,44
5730,P06626,Karapakkam,1362,2009-11-07,91,2.0,2.0,4,AbNormal,No,1971-07-21,Others,ELO,Paved,RM,3.2,3.0,5.0,3.86,259106,66866,8358250,1971,2009,38
5731,P08942,Velachery,1627,2007-10-06,192,2.0,1.0,4,AdjLand,No,1992-06-13,Others,AllPub,No Access,I,3.1,4.0,3.4,3.6,332458,96238,8748900,1992,2007,15
5732,P05797,Karapakkam,737,2009-12-20,32,1.0,1.0,2,Partial,No,1975-12-29,House,NoSeWa,Gravel,RL,3.2,3.0,3.8,3.38,295470,120600,6030000,1975,2009,34
5733,P08823,Chrompet,726,2007-05-08,27,1.0,1.0,2,AdjLand,No,1987-10-08,Commercial,AllPub,Gravel,RM,2.4,2.4,2.8,2.52,291923,145961,11227800,1987,2007,20
5734,P03813,KK Nagar,2189,2011-07-01,96,3.0,2.0,5,Normal Sale,Yes,1994-11-01,House,NoSeWa,Paved,RH,2.2,2.2,2.6,2.36,345109,178121,11132540,1994,2011,17
5735,P03588,Adyar,890,2011-02-21,179,1.0,1.0,3,AbNormal,Yes,1980-02-29,Commercial,NoSeWa,No Access,RH,3.5,2.9,2.0,2.63,331376,154642,11045865,1980,2011,31
5736,P03372,Chrompet,810,2011-07-04,71,1.0,1.0,3,Family,No,2002-09-04,House,NoSeWa,No Access,RM,2.1,4.9,3.5,3.64,234402,98298,7561350,2002,2011,9
5737,P06289,Karapakkam,1592,2009-09-19,95,2.0,2.0,4,Partial,Yes,2002-09-21,House,NoSeWa,No Access,A,4.4,4.3,5.0,4.61,308796,64333,6433250,2002,2009,7
5738,P06110,Adyar,1245,2009-10-21,184,2.0,2.0,4,AdjLand,No,2000-10-23,Others,ELO,Paved,A,4.5,4.1,3.3,3.82,258919,66818,8352235,2000,2009,9
5739,P06859,KK Nagar,1479,2009-05-05,19,2.0,1.0,4,Family,No,1987-11-05,Commercial,NoSeWa,Gravel,RL,3.8,3.0,3.7,3.52,416827,156310,13025840,1987,2009,22
5740,P01324,Chrompet,1259,2012-09-08,157,2.0,1.0,4,AdjLand,Yes,1978-08-18,Others,NoSeWa,Gravel,RM,2.9,4.0,3.4,3.49,300438,180263,12017530,1978,2012,34
5741,P06108,KK Nagar,2042,2009-10-22,70,3.0,2.0,5,Family,Yes,1994-10-26,Others,AllPub,Paved,RL,4.7,4.0,4.4,4.37,619327,284890,12386540,1994,2009,15
5742,P06109,Karapakkam,663,2009-10-21,95,1.0,1.0,2,AdjLand,Yes,1982-10-28,Commercial,AllPub,Gravel,RM,5.0,2.4,4.2,3.9,467098,139136,9938250,1982,2009,27
5743,P07270,KK Nagar,2439,2009-03-01,41,4.0,2.0,6,Partial,Yes,2002-05-01,Others,AllPub,Paved,RL,4.5,3.8,5.0,4.49,427016,123972,13774720,2002,2009,7
5744,P06792,T Nagar,1888,2009-05-22,52,2.0,1.0,5,Partial,Yes,1967-02-06,Others,ELO,No Access,RM,2.4,3.9,2.6,2.865,463387,168504,14042030,1967,2009,42
5745,P01625,Karapakkam,1655,2012-07-03,15,2.0,2.0,4,Family,Yes,1986-03-14,Commercial,AllPub,No Access,I,3.7,3.8,2.1,3.09,409413,116975,11697500,1986,2012,26
5746,P09123,Adyar,1197,2007-01-04,48,1.0,1.0,3,AdjLand,Yes,1978-08-04,Others,NoSeWa,No Access,A,3.3,2.3,3.0,2.95,251597,89276,8116035,1978,2007,29
5747,P06102,Adyar,966,2009-10-23,175,1.0,1.0,3,Partial,Yes,2004-10-24,Commercial,NoSeWa,No Access,RL,4.6,2.3,2.1,2.89,427872,113260,12584475,2004,2009,5
5748,P05899,Karapakkam,807,2009-02-12,42,1.0,1.0,2,AdjLand,No,1977-10-12,Others,NoSeWa,No Access,C,2.3,2.0,3.8,2.81,158125,43484,3953125,1977,2009,32
5749,P00554,Chrompet,862,2014-08-01,192,1.0,1.0,3,Partial,Yes,1998-12-01,Commercial,NoSeWa,Paved,RL,3.4,3.6,4.5,3.81,325842,34912,11637200,1998,2014,16
5750,P08973,Velachery,1625,2007-05-28,78,2.0,1.0,4,AdjLand,No,1994-05-31,Commercial,AllPub,No Access,RL,3.3,3.4,2.3,3.05,420396,112106,14013210,1994,2007,13
5751,P07756,Chrompet,1143,2008-11-08,153,1.0,1.0,3,AbNormal,No,1986-08-17,Commercial,AllPub,Paved,RH,4.0,3.9,3.6,3.84,338183,112728,12525300,1986,2008,22
5752,P08533,Chrompet,967,2007-11-18,116,1.0,1.0,3,AdjLand,Yes,1995-11-21,Commercial,ELO,Gravel,RM,2.5,2.4,4.5,3.06,407868,42193,14064400,1995,2007,12
5753,P01340,Chrompet,1168,2012-07-25,116,1.0,1.0,3,Family,Yes,1974-04-08,Commercial,ELO,Paved,RH,3.9,4.1,4.1,4.04,404981,39192,13063900,1974,2012,38
5754,P09240,Velachery,1744,2007-02-15,55,2.0,1.0,4,AbNormal,No,2000-02-17,Commercial,NoSeWa,No Access,RM,4.4,4.8,4.5,4.61,574569,302405,15120240,2000,2007,7
5755,P03541,Velachery,1966,2011-05-03,95,3.0,2.0,5,AbNormal,No,1997-08-03,Others,AllPub,Gravel,RH,2.0,2.9,3.9,2.98,454169,204376,11354230,1997,2011,14
5756,P07119,Velachery,1722,2009-02-16,112,2.0,1.0,4,AbNormal,Yes,1992-02-21,Others,NoSeWa,No Access,RL,3.7,4.7,2.1,3.67,332597,171663,10728940,1992,2009,17
5757,P10031,Velachery,1541,2004-01-18,165,2.0,1.0,4,Normal Sale,Yes,1952-01-31,Others,AllPub,Paved,A,2.9,2.2,3.9,2.89,266963,164889,7851840,1952,2004,52
5758,P06930,KK Nagar,1409,2009-04-16,85,2.0,1.0,4,Normal Sale,No,1986-04-22,House,NoSeWa,Paved,RL,4.8,4.0,4.7,4.52,282007,111094,8545660,1986,2009,23
5759,P07497,KK Nagar,1936,2008-10-22,67,3.0,2.0,5,Family,Yes,1997-10-25,Commercial,AllPub,Paved,RL,2.0,2.2,3.3,2.58,761292,165498,16549820,1997,2008,11
5760,P07605,KK Nagar,2474,2008-09-24,113,4.0,2.0,6,Partial,No,1997-09-27,Others,NoSeWa,Gravel,RL,2.1,2.4,3.9,2.91,439059,232443,12913500,1997,2008,11
5761,P09485,Chrompet,1217,2006-11-16,140,2.0,1.0,4,AbNormal,No,1969-11-25,House,NoSeWa,Paved,RL,4.8,4.0,4.1,4.27,238392,44147,8829350,1969,2006,37
5762,P01383,Chrompet,1057,2012-06-18,143,1.0,1.0,3,AdjLand,Yes,1983-06-26,Commercial,NoSeWa,Gravel,RL,2.0,2.9,4.1,2.99,402379,194252,13875150,1983,2012,29
5763,P09051,Chrompet,955,2007-04-30,98,1.0,1.0,3,Normal Sale,No,1985-05-05,Commercial,ELO,Gravel,RM,4.9,4.3,3.8,4.33,340484,176547,12610500,1985,2007,22
5764,P00370,T Nagar,1608,2014-04-06,140,1.0,1.0,4,AdjLand,Yes,1975-06-14,Commercial,NoSeWa,No Access,RM,4.3,2.5,2.9,3.22,580775,271029,19359180,1975,2014,39
5765,P08825,Chrompet,1010,2007-04-08,200,1.0,1.0,3,Family,No,1969-08-13,House,AllPub,No Access,RL,5.0,3.5,4.9,4.37,213675,58945,7368100,1969,2007,38
5766,P00670,Chrompet,1170,2013-10-28,177,1.0,1.0,3,Family,No,1979-06-11,Commercial,NoSeWa,Gravel,RM,4.4,2.6,4.6,3.74,350728,196407,14029100,1979,2013,34
5767,P06252,Karapakkam,982,2009-09-28,177,1.0,1.0,3,Family,Yes,1965-09-10,Others,NoSeWa,Paved,A,4.5,4.7,2.1,3.6,160904,125706,5028250,1965,2009,44
5768,P05074,Karapakkam,763,2010-04-05,126,1.0,1.0,2,Family,No,1982-11-05,House,NoSeWa,Paved,RM,5.0,2.1,4.1,3.77,227574,132752,6321500,1982,2010,28
5769,P08923,Adyar,778,2007-06-17,164,1.0,1.0,2,AbNormal,No,1974-06-25,House,ELO,Paved,I,2.8,3.7,2.2,2.68,210837,64423,5856595,1974,2007,33
5770,P04481,Karapakkam,1502,2010-08-22,193,2.0,2.0,4,Normal Sale,Yes,1991-08-27,House,NoSeWa,Paved,I,2.7,4.4,4.1,3.77,289534,93903,7825250,1991,2010,19
5771,P07065,Adyar,1110,2009-07-03,53,1.0,1.0,3,Family,Yes,1997-10-03,Others,NoSeWa,No Access,RM,4.0,3.0,3.6,3.6,417627,160626,10708380,1997,2009,12
5772,P09024,Chrompet,759,2007-10-05,50,1.0,1.0,2,Family,No,1978-05-17,Others,AllPub,No Access,RM,4.1,2.5,2.0,2.83,191677,88466,7372180,1978,2007,29
5773,P01385,Anna Nagar,1789,2012-06-17,11,1.0,1.0,4,Normal Sale,Yes,1978-06-26,Commercial,NoSeWa,Gravel,RM,4.9,2.6,2.6,3.405,860513,279667,21512830,1978,2012,34
5774,P06213,Velachery,1884,2009-05-10,73,3.0,2.0,5,Partial,Yes,1988-10-10,Commercial,ELO,No Access,RL,2.9,2.2,2.1,2.35,574735,186400,15533370,1988,2009,21
5775,P04456,Chrompet,1181,2010-08-27,145,1.0,1.0,3,AdjLand,Yes,2001-08-29,Others,ELO,Gravel,RL,2.6,4.4,3.6,3.62,363901,147835,11371920,2001,2010,9
5776,P02974,KK Nagar,1567,2011-06-21,199,2.0,1.0,4,Partial,No,1999-06-24,Others,NoSeWa,Gravel,RM,2.2,2.5,4.5,3.21,353225,145446,10388980,1999,2011,12
5777,P03451,Karapakkam,686,2011-03-23,71,1.0,1.0,2,Partial,No,1974-01-04,House,NoSeWa,No Access,RL,3.9,3.8,4.3,4.03,190510,42865,4762750,1974,2011,37
5778,P07926,Velachery,1630,2008-06-21,86,2.0,1.0,4,Family,No,1985-06-27,Others,AllPub,No Access,RH,2.8,3.7,3.1,3.3,312819,69515,8689410,1985,2008,23
5779,P06507,KK Nagar,1503,2009-04-08,121,2.0,1.0,4,Partial,Yes,1998-07-08,House,NoSeWa,Gravel,RM,3.9,4.8,4.0,4.21,496369,183441,10790620,1998,2009,11
5780,P09972,Velachery,1754,2004-06-13,94,2.0,1.0,4,Normal Sale,Yes,1986-06-18,Others,AllPub,Paved,RL,2.1,2.5,2.6,2.43,401869,172229,11481960,1986,2004,18
5781,P03501,Karapakkam,1299,2011-03-15,87,1.0,1.0,3,Normal Sale,No,1962-03-27,Commercial,ELO,Paved,C,4.8,2.1,4.3,3.79,355169,66078,8259750,1962,2011,49
5782,P00783,Chrompet,983,2013-07-26,8,1.0,1.0,3,AdjLand,Yes,1983-03-08,Others,AllPub,No Access,RL,4.3,3.6,3.9,3.9,252353,65425,9346410,1983,2013,30
5783,P02366,T Nagar,1708,2011-10-17,156,1.0,1.0,4,AbNormal,Yes,1977-10-25,Commercial,ELO,Gravel,RM,3.7,4.5,2.6,3.405,729450,229256,20841430,1977,2011,34
5784,P03352,Chrompet,1230,2011-10-04,17,2.0,1.0,4,Normal Sale,Yes,1989-04-15,Commercial,NoSeWa,Gravel,RL,3.4,2.2,3.9,3.07,498911,120948,15118500,1989,2011,22
5785,P05452,Velachery,1760,2010-02-21,30,2.0,1.0,4,AdjLand,Yes,2005-02-22,Commercial,ELO,Gravel,C,4.8,3.2,4.3,3.93,501679,288846,15202400,2005,2010,5
5786,P04441,Chrompet,1180,2010-08-30,176,1.0,1.0,3,Normal Sale,Yes,1971-09-09,House,NoSeWa,Paved,RH,2.0,2.0,2.2,2.06,224335,34513,8628250,1971,2010,39
5787,P07624,T Nagar,1915,2008-09-17,195,2.0,1.0,5,AbNormal,Yes,1970-09-27,Others,NoSeWa,Paved,RM,3.6,3.4,3.8,3.64,573005,185839,15486610,1970,2008,38
5788,P05248,Karapakkam,1533,2010-02-04,181,2.0,2.0,4,Normal Sale,No,1962-04-14,Commercial,NoSeWa,No Access,RM,3.0,3.4,3.9,3.48,375441,182032,11377000,1962,2010,48
5789,P05198,Karapakkam,534,2010-11-04,181,1.0,1.0,2,Partial,No,1981-04-18,Others,AllPub,Gravel,RH,4.5,2.9,4.0,3.82,268900,96804,5378000,1981,2010,29
5790,P06685,KK Nagar,1404,2009-06-26,36,2.0,1.0,4,Partial,Yes,1987-02-07,House,AllPub,Gravel,RM,3.1,4.6,2.5,3.31,496063,155020,10334640,1987,2009,22
5791,P08937,Chrompet,949,2007-12-06,90,1.0,1.0,3,Normal Sale,Yes,1994-06-15,House,ELO,No Access,RH,4.4,4.9,2.9,4.15,202149,54425,7774950,1994,2007,13
5792,P06671,Velachery,1876,2009-06-29,117,3.0,2.0,5,Partial,No,1994-03-07,House,NoSeWa,No Access,RL,3.9,2.6,3.3,3.14,313995,129292,9235150,1994,2009,15
5793,P07787,Chrompet,753,2008-03-08,56,1.0,1.0,2,AdjLand,Yes,1968-08-13,House,AllPub,Gravel,RM,3.6,3.3,2.4,3.12,305798,46333,9266600,1968,2008,40
5794,P01246,Chrompet,993,2012-09-30,66,1.0,1.0,3,AdjLand,Yes,1992-05-10,House,NoSeWa,No Access,RM,3.2,3.3,2.1,2.91,310352,47023,9404600,1992,2012,20
5795,P02280,Karapakkam,1257,2011-10-31,72,1.0,1.0,3,Partial,No,2003-02-11,House,AllPub,Gravel,I,3.2,3.1,2.4,2.85,270860,60944,6771500,2003,2011,8
5796,P07496,Chrompet,1280,2008-10-22,180,2.0,1.0,4,Partial,Yes,1982-10-29,Commercial,NoSeWa,Paved,RM,2.0,3.7,4.6,3.46,428722,244984,15311500,1982,2008,26
5797,P01727,KK Nagar,1337,2012-02-19,120,2.0,1.0,4,AbNormal,Yes,1996-02-23,House,AllPub,Gravel,RH,3.6,2.8,4.7,3.8,366207,178408,9389920,1996,2012,16
5798,P05341,KK Nagar,2325,2010-03-14,99,4.0,2.0,6,AbNormal,No,1988-03-19,House,AllPub,Paved,RM,2.7,3.3,4.4,3.56,561577,286763,11948440,1988,2010,22
5799,P08019,Velachery,1946,2008-05-19,130,3.0,2.0,5,Normal Sale,Yes,1987-05-25,Others,NoSeWa,No Access,RM,2.5,3.4,4.7,3.57,436654,181939,12129270,1987,2008,21
5800,P06269,Anna Nagar,1719,2009-09-25,83,1.0,1.0,4,Family,Yes,1964-06-10,House,NoSeWa,Paved,RH,2.7,2.4,4.5,3.345,338768,70090,11681650,1964,2009,45
5801,P04982,Velachery,1636,2010-05-23,152,2.0,1.0,4,Normal Sale,Yes,1973-01-06,Commercial,NoSeWa,Gravel,RL,2.1,2.4,5.0,3.11,532850,319710,15224290,1973,2010,37
5802,P08908,Chrompet,1264,2007-06-24,173,2.0,1.0,4,AdjLand,Yes,1984-06-29,Commercial,AllPub,Paved,RL,4.3,4.8,2.5,3.96,495707,77454,15490850,1984,2007,23
5803,P02396,Karapakkam,780,2011-12-10,127,1.0,1.0,2,Normal Sale,Yes,1981-10-19,Commercial,NoSeWa,Paved,I,3.5,3.7,2.0,2.96,281515,159779,7608500,1981,2011,30
5804,P08238,KK Nagar,2178,2008-03-13,24,3.0,2.0,5,Family,No,1979-03-21,Commercial,AllPub,Paved,RM,2.7,3.9,4.0,3.58,742540,328099,17268380,1979,2008,29
5805,P02633,Karapakkam,1232,2011-08-30,78,1.0,1.0,3,AbNormal,Yes,1986-05-09,Others,NoSeWa,No Access,RH,3.9,3.2,4.3,3.85,285029,67507,7500750,1986,2011,25
5806,P03234,Karapakkam,762,2011-04-29,156,1.0,1.0,2,Normal Sale,No,1988-04-05,House,NoSeWa,No Access,C,3.9,3.0,3.9,3.63,147938,86598,3608250,1988,2011,23
5807,P05516,T Nagar,1934,2010-10-02,192,2.0,1.0,5,Family,Yes,2001-12-02,House,NoSeWa,Paved,RL,4.1,3.1,2.1,2.95,392545,224312,14019480,2001,2010,9
5808,P07760,Adyar,978,2008-10-08,172,1.0,1.0,3,AdjLand,No,1982-08-17,Commercial,NoSeWa,Paved,A,4.6,2.7,4.9,4.37,401064,71986,10283690,1982,2008,26
5809,P06783,KK Nagar,2248,2009-05-26,162,4.0,2.0,6,AdjLand,No,1987-01-06,House,NoSeWa,Gravel,RH,2.2,2.1,4.9,3.25,411064,133318,11109840,1987,2009,22
5810,P08401,Anna Nagar,1991,2008-01-14,123,2.0,1.0,5,AdjLand,No,1996-01-17,Commercial,ELO,Paved,RH,4.5,3.5,4.3,4.17,747262,213503,21350340,1996,2008,12
5811,P05345,Karapakkam,573,2010-03-13,91,1.0,1.0,2,Partial,Yes,1978-03-21,House,AllPub,No Access,RL,2.4,2.6,3.6,2.94,240048,50243,5582500,1978,2010,32
5812,P05592,KK Nagar,2496,2010-01-29,88,4.0,2.0,6,AbNormal,Yes,1982-05-02,Commercial,AllPub,Gravel,RL,3.6,4.2,3.9,3.9,667628,182080,20231160,1982,2010,28
5813,P06721,KK Nagar,1931,2009-06-15,194,3.0,2.0,5,AbNormal,No,1993-06-19,Others,NoSeWa,Gravel,RH,3.4,4.2,4.7,4.16,441576,172322,10770140,1993,2009,16
5814,P01755,Karapakkam,652,2012-02-13,126,1.0,1.0,2,Family,No,2006-02-14,House,NoSeWa,Gravel,C,2.0,3.4,4.1,3.26,177251,74632,4664500,2006,2012,6
5815,P06218,Chrompet,770,2009-04-10,174,1.0,1.0,2,Normal Sale,Yes,1996-07-10,House,NoSeWa,Paved,RL,2.6,2.3,2.1,2.33,202169,97041,8086750,1996,2009,13
5816,P03220,Karapakkam,1323,2011-02-05,76,1.0,1.0,3,Family,No,1980-09-05,Commercial,AllPub,Paved,RH,3.2,4.0,2.4,3.12,492413,150739,10049250,1980,2011,31
5817,P07287,KK Nagar,2180,2008-12-30,78,3.0,2.0,5,Partial,No,1982-06-01,Others,NoSeWa,Paved,RL,4.6,3.9,2.5,3.55,382063,157320,11237140,1982,2008,26
5818,P04535,KK Nagar,2458,2010-08-13,83,4.0,2.0,6,AdjLand,No,1982-08-20,Commercial,NoSeWa,Paved,RL,4.2,3.3,4.3,3.97,863115,318977,18763360,1982,2010,28
5819,P08375,Velachery,1684,2008-01-24,87,2.0,1.0,4,AdjLand,Yes,1992-01-28,House,ELO,Gravel,I,2.2,4.8,4.9,4.18,353084,70617,10088120,1992,2008,16
5820,P00140,Anna Nagar,1556,2014-11-13,120,1.0,1.0,4,AbNormal,No,2009-11-14,Commercial,AllPub,No Access,RM,4.2,2.8,4.6,4.01,731464,292586,18286600,2009,2014,5
5821,P02193,Karapakkam,526,2011-11-17,45,1.0,1.0,2,Partial,Yes,1998-11-20,Commercial,NoSeWa,No Access,RL,3.7,2.3,4.6,3.64,326967,125222,6956750,1998,2011,13
5822,P09325,Chrompet,714,2007-01-17,55,1.0,1.0,2,Normal Sale,Yes,1971-01-26,Commercial,ELO,No Access,RM,3.5,4.7,4.3,4.22,299060,82499,10312400,1971,2007,36
5823,P04874,Karapakkam,748,2010-06-13,105,1.0,1.0,2,AbNormal,No,1976-06-21,Commercial,NoSeWa,No Access,I,4.7,3.5,3.1,3.7,273576,108291,5699500,1976,2010,34
5824,P06292,Adyar,635,2009-09-19,133,1.0,1.0,2,Normal Sale,No,1969-09-29,Commercial,NoSeWa,No Access,A,4.6,3.2,3.8,3.92,235435,12074,6036800,1969,2009,40
5825,P03290,Chrompet,1137,2011-04-19,155,1.0,1.0,3,Family,Yes,1992-04-23,Others,ELO,Paved,RL,3.6,4.8,4.4,4.32,314512,121746,10145540,1992,2011,19
5826,P05984,Karapakkam,1132,2009-11-15,88,1.0,1.0,3,AbNormal,Yes,1993-11-19,House,NoSeWa,No Access,RL,4.1,2.4,3.6,3.39,273319,110805,7387000,1993,2009,16
5827,P00802,Anna Nagar,1804,2013-07-14,5,2.0,1.0,5,Normal Sale,Yes,1992-07-19,Others,ELO,No Access,RH,2.8,3.6,2.2,2.76,339907,143807,13073340,1992,2013,21
5828,P04215,KK Nagar,2327,2010-10-15,44,4.0,2.0,6,Normal Sale,No,1993-10-19,House,AllPub,Paved,RL,2.0,4.7,4.4,3.77,563252,183919,11494940,1993,2010,17
5829,P03646,KK Nagar,1966,2011-09-02,111,3.0,2.0,5,Normal Sale,Yes,1991-02-14,Others,NoSeWa,Gravel,RL,3.2,2.6,4.6,3.58,458205,99071,12383920,1991,2011,20
5830,P03076,Karapakkam,552,2011-05-30,167,1.0,1.0,2,Family,No,1990-04-06,Commercial,ELO,Paved,RL,2.3,3.7,4.5,3.6,278240,52998,6624750,1990,2011,21
5831,P07698,KK Nagar,1862,2008-08-30,101,3.0,2.0,5,AbNormal,No,1992-03-09,Commercial,NoSeWa,Gravel,RH,4.7,2.1,5.0,4.04,724201,196138,15087520,1992,2008,16
5832,P08486,Velachery,1640,2007-12-13,149,2.0,1.0,4,Normal Sale,Yes,1970-12-22,House,ELO,Paved,RM,2.2,3.3,2.1,2.67,360356,113255,10295890,1970,2007,37
5833,P01015,Chrompet,1232,2013-02-24,30,2.0,1.0,4,AdjLand,Yes,1999-02-28,Commercial,AllPub,No Access,RM,4.2,4.5,2.6,3.84,416202,61660,15414900,1999,2013,14
5834,P05097,Chrompet,799,2010-02-05,144,1.0,1.0,2,Family,Yes,1977-10-05,Others,NoSeWa,Gravel,RH,2.7,4.2,3.3,3.48,237016,138941,8172980,1977,2010,33
5835,P05525,Karapakkam,1114,2010-08-02,200,1.0,1.0,3,AbNormal,No,1985-02-14,Others,NoSeWa,Paved,C,3.3,3.5,2.5,3.04,214420,80408,5360500,1985,2010,25
5836,P02626,Karapakkam,1444,2011-08-31,135,2.0,2.0,4,AbNormal,No,1976-08-09,House,AllPub,Paved,I,2.5,4.7,4.4,3.92,257917,72746,6613250,1976,2011,35
5837,P07257,KK Nagar,2369,2009-06-01,130,4.0,2.0,6,AdjLand,Yes,1999-09-01,House,NoSeWa,Gravel,RL,3.7,2.9,2.4,2.94,622769,304759,13250400,1999,2009,10
5838,P01599,Karapakkam,1642,2012-11-03,191,2.0,2.0,4,AbNormal,No,1971-03-22,Commercial,NoSeWa,Paved,RM,4.8,4.2,4.2,4.38,423382,166787,12829750,1971,2012,41
5839,P04675,Chrompet,771,2010-07-21,163,1.0,1.0,2,AbNormal,No,2002-07-23,Commercial,NoSeWa,Gravel,RL,4.7,2.5,4.5,3.76,343187,85797,10724600,2002,2010,8
5840,P01493,Velachery,1595,2012-01-04,7,2.0,1.0,4,AdjLand,Yes,1998-05-04,House,AllPub,Gravel,C,4.7,2.3,4.9,3.68,380963,142861,9524080,1998,2012,14
5841,P01622,T Nagar,1766,2012-08-03,11,1.0,1.0,4,AbNormal,Yes,1975-03-18,Commercial,ELO,No Access,RM,4.9,3.7,4.5,4.42,750484,324533,20283340,1975,2012,37
5842,P09771,Velachery,1692,2005-08-22,85,2.0,1.0,4,Partial,Yes,1981-08-28,Others,ELO,Gravel,C,4.4,3.1,2.6,3.28,329950,169688,9427130,1981,2005,24
5843,P05610,T Nagar,1827,2010-01-26,92,2.0,1.0,5,AdjLand,Yes,1974-04-02,Commercial,NoSeWa,Paved,RL,3.3,4.9,4.7,4.33,661565,256090,21340820,1974,2010,36
5844,P06205,Chrompet,1256,2009-06-10,161,2.0,1.0,4,Normal Sale,No,1997-09-10,House,ELO,Paved,RH,2.1,3.6,3.2,3.03,273530,111121,8547800,1997,2009,12
5845,P03416,Velachery,1892,2011-03-31,186,3.0,2.0,5,AdjLand,No,1965-11-04,House,NoSeWa,Gravel,RL,2.4,3.7,4.9,3.74,333209,208255,10412770,1965,2011,46
5846,P01089,T Nagar,1541,2013-03-01,111,1.0,1.0,4,Family,Yes,1980-12-01,Commercial,NoSeWa,Paved,RL,2.9,3.6,3.5,3.345,709683,345743,18197010,1980,2013,33
5847,P09215,Adyar,798,2007-02-22,148,1.0,1.0,2,Partial,No,1981-02-28,Others,ELO,Paved,I,2.2,4.3,4.5,3.77,209566,50804,6350490,1981,2007,26
5848,P07418,Velachery,1845,2008-11-18,110,3.0,2.0,5,AbNormal,Yes,1956-01-12,Others,AllPub,Gravel,C,3.4,3.9,2.4,3.33,363745,161665,10104040,1956,2008,52
5849,P09153,Anna Nagar,1519,2007-03-17,121,1.0,1.0,4,AbNormal,No,1975-03-25,Others,NoSeWa,Gravel,RL,2.2,4.8,3.8,3.49,419435,209717,12336310,1975,2007,32
5850,P08049,Adyar,950,2008-10-05,16,1.0,1.0,3,AdjLand,Yes,1999-05-13,House,ELO,Gravel,RM,3.6,4.5,4.1,4.03,395220,142718,10978335,1999,2008,9
