,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,AGE_OF_HOUSE,OVERALL_PRICE
6068,0,1278,28,2.0,2.0,4,3,0,2,0,0,5,4.6,2.5,3.5,3.63,24,12303434
6069,5,1835,86,2.0,1.0,5,4,1,0,1,1,5,4.9,2.0,3.3,3.455,11,22207706
6070,1,1827,134,2.0,1.0,5,1,0,1,1,0,3,4.7,3.1,4.2,4.1,44,12696020
6071,4,922,182,1.0,1.0,3,4,1,0,2,2,0,5.0,2.1,2.6,3.17,42,7053470
6072,2,1207,115,2.0,1.0,4,1,0,0,2,1,5,2.7,4.5,4.5,3.96,31,14142441
6073,2,870,171,1.0,1.0,3,2,1,1,2,1,5,3.0,2.4,3.8,3.0,33,8455278
6074,6,1651,127,2.0,1.0,4,2,0,2,0,1,0,5.0,2.4,2.9,3.2,19,7379321
6075,0,846,77,1.0,1.0,3,2,0,0,2,2,0,3.3,2.7,3.2,3.13,28,8821520
6076,2,1085,92,1.0,1.0,3,0,0,0,2,2,5,2.9,4.2,2.5,3.3,38,13139940
6077,2,1166,28,1.0,1.0,3,1,1,0,0,2,4,3.0,4.3,4.0,3.82,13,15451576
6078,0,601,176,1.0,1.0,2,2,0,1,2,2,3,3.3,4.2,3.5,3.58,18,6356804
6079,4,711,144,1.0,1.0,2,0,0,1,2,2,2,4.9,2.0,3.3,3.39,47,4406566
6080,2,1005,120,1.0,1.0,3,0,1,2,2,1,3,3.0,2.5,3.3,2.89,9,8878064
6081,6,1554,121,2.0,1.0,4,0,0,1,1,0,2,2.2,4.5,3.4,3.6,12,8861271
6082,4,1245,124,1.0,1.0,3,1,1,0,2,1,4,2.5,2.5,3.8,3.02,28,11663236
6083,6,1783,104,2.0,1.0,4,1,1,2,0,2,4,4.8,2.5,2.8,3.17,28,12465264
6084,2,909,120,1.0,1.0,3,0,0,1,2,2,4,2.6,4.7,3.4,3.68,5,8334553
6085,2,1214,185,2.0,1.0,4,2,0,0,2,2,3,4.2,2.3,4.5,3.53,27,13405221
6086,6,1743,6,2.0,1.0,4,1,1,2,2,0,0,2.8,3.9,4.7,3.87,44,9768075
6087,2,1035,126,1.0,1.0,3,4,0,0,1,0,5,3.3,4.4,3.4,3.77,4,13870927
6088,5,1848,15,2.0,1.0,5,0,1,1,0,0,4,4.4,2.6,2.0,2.87,16,14873108
6089,6,1880,109,3.0,2.0,5,0,1,0,1,2,2,4.6,2.0,4.0,3.25,31,15918197
6090,5,1790,175,1.0,1.0,4,2,1,2,2,1,5,2.5,3.0,2.2,2.49,39,14497156
6091,2,862,145,1.0,1.0,3,0,1,0,2,0,5,4.6,4.8,4.1,4.53,4,13865573
6092,2,927,24,1.0,1.0,3,3,0,0,2,2,4,3.1,2.2,3.3,2.8,15,11780425
6093,2,1088,193,1.0,1.0,3,4,0,1,2,2,3,5.0,3.2,2.6,3.56,19,7781522
6094,4,1362,174,2.0,2.0,4,4,0,1,2,1,5,3.5,3.2,3.6,3.45,25,7865989
6095,5,1754,200,1.0,1.0,4,0,1,2,2,0,3,3.2,3.5,3.4,3.365,28,14793008
6096,2,1097,110,1.0,1.0,3,3,0,1,0,2,5,2.0,3.9,4.1,3.39,15,9761243
6097,0,1295,39,2.0,2.0,4,4,0,1,1,0,0,4.8,3.4,4.3,4.27,18,7836409
6098,6,1607,85,2.0,1.0,4,2,1,0,0,2,4,2.5,3.1,4.0,3.22,21,15800527
6099,4,1606,200,2.0,2.0,4,1,1,1,1,0,0,2.0,4.9,2.3,2.99,17,8110424
6100,4,1291,74,1.0,1.0,3,2,1,1,2,1,5,2.2,2.7,2.8,2.59,24,8630870
6101,3,1418,94,2.0,1.0,4,4,1,1,0,0,3,2.8,4.7,2.2,3.13,11,9934606
6102,3,1317,116,1.0,1.0,3,3,0,0,2,0,3,3.9,2.6,2.7,3.03,20,12276162
6103,1,1832,46,2.0,1.0,5,3,0,0,1,0,4,5.0,4.9,4.3,4.695,21,21493450
6104,0,993,196,1.0,1.0,3,2,1,1,1,0,0,2.1,2.9,4.8,3.61,22,7520936
6105,0,1153,122,1.0,1.0,3,3,0,1,0,0,4,2.9,4.1,3.1,3.24,22,10187897
6106,2,724,97,1.0,1.0,2,1,1,1,0,2,3,3.8,2.3,2.5,2.81,4,8414758
6107,3,1582,108,2.0,1.0,4,2,1,1,2,2,4,3.7,3.0,3.4,3.37,11,10409495
6108,4,1115,157,1.0,1.0,3,0,0,0,1,1,4,4.1,4.1,3.2,3.74,13,9711456
6109,0,1112,37,1.0,1.0,3,2,0,1,2,2,0,4.8,4.2,2.8,3.68,33,6398655
6110,4,1678,72,2.0,2.0,4,1,1,1,2,1,1,5.0,4.6,2.1,3.72,45,7400850
6111,4,806,54,1.0,1.0,2,4,1,0,0,1,0,4.9,2.4,2.3,3.5032537884152344,50,5730988
6112,6,1503,154,2.0,1.0,4,0,0,0,0,1,3,3.8,4.4,3.8,4.07,33,12754275
6113,3,2346,36,4.0,2.0,6,0,1,1,2,0,4,4.3,2.9,3.5,3.56,14,13506041
6114,4,839,175,1.0,1.0,2,2,0,0,2,2,1,2.4,2.5,4.3,3.19,33,6637052
6115,2,760,92,1.0,1.0,2,0,0,1,2,0,5,4.0,2.3,4.9,3.59,5,8890272
6116,4,1506,81,2.0,2.0,4,3,1,0,2,1,1,2.2,3.7,4.0,3.37,42,10377882
6117,6,1640,15,2.0,1.0,4,2,1,1,2,0,3,2.6,3.8,4.7,3.77,28,10414172
6118,4,896,72,1.0,1.0,3,2,1,2,2,2,3,4.6,4.4,4.7,4.58,30,7426850
6119,4,1409,191,2.0,2.0,4,2,1,2,2,2,3,3.7,2.1,5.0,3.74,8,9285873
6120,3,1633,93,2.0,1.0,4,3,0,2,2,2,4,4.6,4.6,4.1,4.4,28,10268667
6121,2,1139,171,1.0,1.0,3,1,1,0,2,2,4,3.8,3.6,3.7,3.69,15,15135059
6122,2,1101,189,1.0,1.0,3,1,1,0,2,1,5,2.5,4.0,3.0,3.25,35,14323103
6123,3,2396,109,4.0,2.0,6,4,1,1,2,2,5,3.8,3.6,4.7,4.1,19,13542784
6124,2,1119,8,1.0,1.0,3,2,1,1,2,0,5,4.6,4.5,3.0,4.08,36,10677630
6125,1,1857,188,2.0,1.0,5,1,1,2,0,2,5,3.1,3.4,3.6,3.375,29,16354006
6126,5,1886,158,2.0,1.0,5,3,1,1,0,0,3,2.3,3.2,3.5,3.065,14,14608404
6127,6,1692,52,2.0,1.0,4,3,0,1,0,0,4,4.7,2.1,4.1,3.35,23,10583699
6128,6,1655,115,2.0,1.0,4,4,1,0,1,1,3,3.0,2.3,2.5,2.54,9,14491520
6129,4,622,185,1.0,1.0,2,3,1,1,1,2,3,2.4,2.3,2.6,2.45,8,6383972
6130,6,1647,62,2.0,1.0,4,3,0,1,1,1,2,2.2,2.6,2.6,2.5,40,7175806
6131,0,1239,79,2.0,2.0,4,1,0,2,1,1,4,2.7,2.2,2.6,2.55,11,10409531
6132,3,1471,19,2.0,1.0,4,3,1,2,2,0,5,4.0,2.9,2.1,2.91,13,11861669
6133,3,1505,194,2.0,1.0,4,2,1,2,2,2,4,3.7,4.3,2.6,3.44,26,10585946
6134,2,916,173,1.0,1.213260135135135,3,3,1,2,1,2,4,3.4,3.5,3.0,3.5032537884152344,38,9157080
6135,0,693,84,1.0,1.0,2,0,0,2,2,0,1,4.4,4.5,3.3,3.87,20,6560131
6136,6,1852,38,3.0,2.0,5,3,0,1,2,1,2,4.1,2.5,3.6,3.23,45,8095385
6137,2,1191,112,1.0,1.0,3,4,1,0,2,2,3,4.1,4.8,4.4,4.47,7,14330470
6138,2,1061,103,1.0,1.0,3,3,1,2,1,2,5,4.6,2.2,2.8,3.1,38,10466959
6139,3,2493,169,4.0,2.0,6,2,0,2,2,2,3,3.7,3.6,4.3,3.91,10,12906125
6140,2,1015,132,1.0,1.0,3,0,0,1,2,2,3,2.1,3.1,2.9,2.74,10,7840967
6141,3,1911,148,3.0,2.0,5,2,0,1,0,2,5,2.6,2.5,3.7,3.01,18,11145164
6142,2,1287,101,2.0,1.0,4,3,0,1,2,0,4,4.9,2.1,3.3,3.3,13,10374971
6143,4,1576,93,2.0,2.0,4,3,1,1,1,2,5,4.2,2.7,2.8,3.19,15,10233982
6144,2,840,56,1.0,1.0,3,4,0,2,1,0,5,2.7,2.1,3.0,2.55,21,8982350
6145,6,1626,63,2.0,1.0,4,4,1,2,2,1,3,2.3,4.7,2.2,3.35,38,9469010
6146,2,1262,107,2.0,1.0,4,0,0,0,0,2,3,3.5,4.3,2.8,3.61,38,13769717
6147,2,1261,57,2.0,1.0,4,1,1,1,2,0,4,2.1,4.8,2.8,3.39,21,11512374
6148,2,1015,134,1.0,1.0,3,2,0,2,2,0,4,2.5,4.2,5.0,3.93,17,9535657
6149,2,1195,192,1.0,1.0,3,0,1,0,0,2,4,2.4,2.7,3.7,2.91,37,14749669
6150,2,800,15,1.0,1.0,2,2,1,2,1,2,3,4.1,2.1,4.5,3.42,14,8333178
6151,6,1873,184,3.0,2.0,5,0,1,0,1,1,4,2.2,2.1,3.6,2.58,39,16192081
6152,3,2207,45,3.0,2.0,5,4,0,1,0,0,3,5.0,4.4,3.3,4.14,15,11394328
6153,6,1732,72,2.0,1.0,4,0,0,0,2,2,3,4.0,4.7,3.7,4.23,36,14681154
6154,2,961,110,1.0,1.0,3,3,1,0,2,2,4,4.3,5.0,3.7,4.4,19,13155662
6155,6,1986,101,3.0,2.0,5,4,0,2,0,1,5,3.0,2.4,2.8,2.67,54,10868144
6156,1,1823,98,2.0,1.0,5,4,1,2,1,0,4,2.0,3.6,4.0,3.2,24,15170959
6157,2,830,84,1.0,1.0,3,4,0,2,2,1,3,4.9,4.9,2.2,4.09,22,6666847
6158,2,724,132,1.0,1.0,2,3,1,0,0,2,3,3.2,2.0,4.6,3.14,4,11003223
6159,2,1007,46,1.0,1.0,3,3,0,2,2,1,3,3.1,5.0,2.6,3.71,20,7807049
6160,6,1875,165,3.0,2.0,5,0,0,0,2,1,4,4.4,4.6,3.8,4.31,19,15860792
6161,0,1150,170,1.0,1.0,3,2,0,0,1,1,2,2.1,4.8,2.5,3.5032537884152344,12,12162194
6162,6,1693,144,2.0,1.0,4,1,1,0,2,1,0,2.6,3.7,3.8,3.46,22,13486781
6163,6,1538,157,2.0,1.0,4,2,0,1,2,2,1,3.9,4.7,3.6,4.17,34,7172949
6164,1,1993,60,2.0,1.0,5,1,0,0,0,0,5,4.9,2.9,4.9,4.4,19,24200534
6165,0,926,175,1.0,1.0,3,0,0,0,2,2,5,2.3,3.8,4.0,3.45,38,12840237
6166,1,1994,68,2.0,1.0,5,4,1,1,2,0,5,2.3,2.6,4.6,3.295,12,15874569
6167,2,1061,177,1.0,1.0,3,2,0,2,0,0,4,3.5,2.8,4.5,3.52,26,9842501
6168,1,1803,77,2.0,1.0,5,1,1,1,2,2,3,2.3,3.1,2.7,2.66,26,13456279
6169,6,1664,47,2.0,1.0,4,2,1,0,0,2,2,2.6,3.2,4.7,3.5,15,14856973
6170,0,978,187,1.0,1.0,3,2,0,1,2,1,3,2.1,4.0,2.4,2.63,25,7054893
6171,5,1914,105,2.0,1.0,5,4,1,1,1,1,5,2.2,3.0,2.3,2.445,16,14092933
6172,6,1668,167,2.0,1.0,4,3,0,2,2,2,2,3.5,4.5,4.3,4.19,22,9531862
6173,0,1205,106,2.0,2.0,4,2,0,0,2,2,4,4.3,2.7,2.3,2.98,6,14893508
6174,4,685,73,1.0,1.0,2,2,0,1,2,0,3,3.4,2.2,4.0,3.28,20,5972482
6175,3,2088,170,3.0,2.0,5,3,0,1,0,0,4,4.7,2.1,4.4,3.8,27,11613473
6176,2,1014,54,1.0,1.0,3,1,1,2,2,2,5,3.2,4.3,3.1,3.61,13,11139589
6177,2,806,137,1.0,1.0,3,2,1,1,2,0,3,2.1,4.0,2.6,3.01,34,8097835
6178,6,1545,157,2.0,1.0,4,2,1,2,1,0,2,3.2,3.4,2.6,3.11,22,10139180
6179,2,1045,90,1.0,1.0,3,2,0,0,2,0,5,3.4,4.5,3.8,3.96,11,14061684
6180,5,1951,122,2.0,1.0,5,3,1,2,1,1,3,4.0,2.5,4.7,3.94,43,14187558
6181,4,898,196,1.0,1.0,3,1,0,2,0,1,2,2.2,2.3,4.8,3.27,34,5386313
6182,3,2339,9,4.0,2.0,6,2,1,0,2,0,3,4.0,4.7,4.8,4.53,14,19846483
6183,3,2379,68,4.0,2.0,6,3,0,1,2,2,5,4.9,3.1,2.6,3.44,21,12550934
6184,4,1692,94,2.0,2.0,4,4,1,1,2,0,4,3.4,3.9,3.3,3.51,9,10425221
6185,3,2352,145,4.0,2.0,6,2,1,2,2,0,5,2.4,4.4,4.9,4.0,17,15254662
6186,2,1114,64,1.0,1.0,3,2,1,1,2,0,4,2.9,4.5,3.0,3.57,34,10157047
6187,1,1890,54,2.0,1.0,5,0,1,1,2,0,3,3.9,4.6,5.0,4.515,40,13972322
6188,3,2363,64,4.0,2.0,6,3,0,1,0,2,4,3.3,3.9,3.8,3.68,23,12149759
6189,6,1527,17,2.0,1.0,4,2,0,0,0,1,3,4.2,3.5,5.0,4.13,32,12707216
6190,3,2193,35,3.0,2.0,5,1,1,2,2,2,5,3.3,4.1,3.9,3.78,24,14274473
6191,0,1206,142,2.0,2.0,4,2,1,2,2,1,2,3.3,3.9,2.0,2.77,7,9828254
6192,2,728,149,1.0,1.0,2,4,1,1,1,0,3,4.7,4.6,4.9,4.72,14,8006430
6193,2,1231,23,2.0,1.0,4,2,1,1,2,1,4,4.6,4.1,4.9,4.49,13,9864515
6194,6,1735,182,2.0,1.0,4,0,1,0,2,2,3,3.2,4.2,2.6,3.47,24,15765189
6195,4,1266,0,1.0,1.0,3,4,1,1,2,1,3,3.1,3.1,3.8,3.38,22,7291209
6196,6,1977,93,3.0,2.0,5,3,0,1,1,1,2,2.0,4.2,3.1,3.32,52,8228532
6197,5,1915,4,2.0,1.0,5,2,1,1,1,1,5,4.4,2.7,3.0,3.345,28,14030020
6198,2,1295,126,2.0,1.0,4,4,1,2,2,0,5,4.9,2.7,2.2,3.21,35,12061750
6199,2,749,55,1.0,1.0,2,0,0,0,2,1,4,4.2,3.6,4.6,4.08,5,9973637
6200,5,1884,77,2.0,1.0,5,0,1,0,1,1,3,4.0,2.2,3.3,3.235,11,21543051
6201,3,1361,60,2.0,1.0,4,0,1,2,2,0,4,3.9,3.4,4.9,4.15,5,11275771
6202,3,1934,28,3.0,2.0,5,2,0,1,2,0,5,3.6,3.1,2.3,2.93,23,11603347
6203,2,1055,72,1.0,1.0,3,0,1,1,0,2,5,3.5,4.8,3.8,4.11,27,10503899
6204,2,851,0,1.0,1.0,3,0,1,2,1,0,5,2.7,3.2,2.4,2.81,5,10679003
6205,2,1118,176,1.0,1.0,3,4,1,1,2,1,3,2.6,4.4,3.9,3.71,20,8423495
6206,4,1451,32,2.0,2.0,4,4,0,1,2,1,2,3.0,2.8,5.0,3.74,39,5813646
6207,3,2470,70,4.0,2.0,6,2,0,1,0,2,4,4.2,4.0,4.4,4.22,25,12190861
6208,2,935,78,1.0,1.0,3,4,0,0,0,1,4,4.6,4.9,3.1,4.27,6,11554043
6209,3,2500,137,4.0,2.0,6,0,0,1,2,2,5,3.6,3.7,2.1,3.03,30,12804076
6210,1,1984,191,2.0,1.0,5,4,0,0,2,0,3,4.2,4.3,2.0,3.345,34,21769558
6211,1,1818,111,2.0,1.0,5,1,0,2,0,0,5,3.4,2.2,2.2,2.62,26,15716841
6212,6,1741,109,2.0,1.0,4,1,0,2,2,1,5,4.4,5.0,2.4,4.07,5,11529822
6213,2,1065,127,1.0,1.0,3,1,0,2,2,2,4,3.2,2.5,2.3,2.65,37,9193086
6214,2,858,129,1.0,1.0,3,1,0,0,2,0,4,3.0,2.0,3.0,2.6,14,12130986
6215,2,702,14,1.0,1.0,2,0,0,1,0,2,3,3.6,2.7,3.6,3.24,17,6733468
6216,4,613,27,1.0,1.0,2,3,0,1,0,0,0,3.8,3.8,3.1,3.52,17,4244506
6217,1,1896,101,2.0,1.0,5,3,0,0,0,2,4,2.3,3.7,2.6,2.77,28,21760263
6218,4,833,154,1.0,1.0,2,3,0,2,0,1,0,2.2,4.5,4.4,3.77,43,3489289
6219,3,2047,122,3.0,2.0,5,2,0,2,2,0,5,3.9,2.2,3.4,3.19,8,13183858
6220,5,1579,94,1.0,1.0,4,2,1,0,0,0,4,4.2,4.9,3.0,3.835,43,20004028
6221,2,988,53,1.0,1.0,3,2,1,0,0,2,3,4.9,3.3,3.3,3.78,34,12536495
6222,5,1667,60,1.0,1.0,4,4,1,2,2,1,5,4.7,4.8,2.1,3.555,17,13947660
6223,4,1184,29,1.0,1.0,3,2,0,1,1,1,0,3.3,4.9,2.3,3.38,27,4032225
6224,6,1733,0,2.0,1.0,4,0,0,0,2,1,0,3.3,3.7,2.3,3.18,54,11441343
6225,2,1106,139,1.0,1.0,3,2,1,1,1,0,3,4.6,3.6,3.1,3.75,30,9295120
6226,3,2058,48,4.0,2.0,6,3,0,0,2,0,4,3.0,2.4,4.5,3.42,5,17964899
6227,2,1055,138,1.0,1.0,3,0,1,1,2,1,4,3.6,4.7,2.6,3.74,12,9194955
6228,5,1735,2,1.0,1.0,4,1,1,2,1,1,5,4.4,4.8,4.2,4.41,37,14829259
6229,2,809,37,1.0,1.0,3,0,0,1,0,2,4,2.4,4.7,2.4,3.32,29,7619824
6230,3,1335,113,2.0,1.0,4,0,0,1,2,0,4,4.0,2.1,4.9,3.79,8,9507249
6231,4,652,128,1.0,1.0,2,2,0,2,0,1,4,3.1,2.3,2.7,2.7,35,5379000
6232,2,1095,131,1.0,1.0,3,4,1,2,0,0,5,2.1,3.5,2.5,2.78,6,11742414
6233,4,1477,47,2.0,2.0,4,1,0,1,1,2,3,2.6,3.2,4.5,3.54,13,8223218
6234,6,1819,190,3.0,2.0,5,4,0,2,2,2,1,3.0,2.6,2.6,2.7,35,8866304
6235,5,1982,152,2.0,1.0,5,1,1,1,2,0,5,2.7,5.0,4.9,4.265,19,16389120
6236,1,1599,29,1.0,1.0,4,3,0,1,1,0,4,2.4,4.1,3.2,3.145,39,11858583
6237,2,941,34,1.0,1.0,3,1,0,2,2,0,5,4.1,3.6,3.8,3.81,33,10035484
6238,2,1198,113,1.0,1.0,3,0,0,1,2,2,5,2.8,4.5,2.2,3.3,39,9390497
6239,0,967,194,1.0,1.0,3,4,1,0,1,2,0,3.1,3.1,2.6,2.85,35,10368832
6240,6,1637,155,2.0,1.0,4,1,1,2,2,2,5,4.7,4.4,4.3,4.45,9,12675620
6241,4,1678,147,2.0,2.0,4,3,0,2,2,1,2,2.2,4.3,4.1,3.59,47,7171431
6242,0,1023,8,1.0,1.0,3,1,0,2,0,2,2,4.7,3.9,4.8,4.59,10,9122134
6243,4,774,78,1.0,1.0,2,3,0,1,1,0,1,2.9,4.3,2.0,2.96,21,4861570
6244,2,1032,153,1.0,1.0,3,3,0,0,2,0,3,2.1,3.4,3.0,2.89,33,12193867
6245,2,889,149,1.0,1.0,3,0,1,2,2,0,5,4.6,4.2,3.0,3.96,34,10390826
6246,4,974,97,1.0,1.0,3,4,0,1,2,2,4,4.1,3.3,2.5,3.22,42,6273383
6247,4,790,73,1.0,1.0,2,0,1,1,1,2,5,2.8,3.4,3.0,3.06,50,7209077
6248,4,931,86,1.0,1.0,3,2,0,1,1,2,2,4.7,5.0,4.9,3.5032537884152344,25,5398416
6249,0,659,110,1.0,1.0,2,2,1,1,0,0,3,4.7,3.0,3.6,3.81,25,8224084
6250,3,2120,143,3.0,2.0,5,4,1,0,0,0,5,3.6,2.3,4.1,3.41,11,19329785
6251,2,843,142,1.0,1.0,3,2,0,2,2,1,4,3.9,3.7,2.0,3.25,11,7594241
6252,2,736,143,1.0,1.0,2,0,0,0,2,0,3,4.7,3.3,2.0,3.33,28,9831895
6253,2,1053,121,1.0,1.0,3,2,1,1,2,1,3,3.0,3.4,4.7,3.67,33,8148179
6254,6,1596,87,2.0,1.0,4,4,0,0,1,0,1,3.9,4.3,2.1,3.54,6,13163346
6255,4,1368,108,2.0,2.0,4,3,0,1,0,1,2,2.4,2.1,2.7,2.43,50,5729178
6256,1,1544,26,1.0,1.0,4,1,0,2,2,0,5,3.3,3.4,3.0,3.205,35,13771441
6257,3,1486,6,2.0,1.0,4,0,0,0,2,2,3,3.4,4.9,3.1,3.73,5,13202285
6258,2,1285,40,2.0,1.0,4,0,0,2,2,1,4,3.8,3.0,3.0,3.24,26,9662714
6259,4,1501,156,2.0,2.0,4,3,1,1,2,0,1,2.4,3.9,4.3,3.61,27,8225518
6260,3,2218,162,3.0,2.0,5,1,0,2,2,0,4,3.6,4.9,2.4,3.51,15,13265973
6261,2,1117,133,1.0,1.0,3,3,1,1,2,1,5,4.8,2.0,3.8,3.38,6,10167234
6262,1,1561,142,1.0,1.0,4,0,0,1,2,2,4,2.7,5.0,2.9,3.355,17,11880544
6263,4,792,183,1.0,1.0,2,2,0,2,1,0,1,3.8,3.7,2.2,3.13,50,4535591
6264,0,1212,48,2.0,2.0,4,0,0,1,2,2,3,4.2,4.1,4.6,4.38,24,9343778
6265,5,1977,155,2.0,1.0,5,0,0,1,1,1,4,2.9,3.0,2.6,2.79,33,12655720
6266,1,1965,156,2.0,1.0,5,4,0,0,2,0,5,4.4,4.5,4.5,4.465,22,23061858
6267,4,775,29,1.0,1.0,2,3,0,1,2,2,3,4.2,3.6,3.6,3.78,49,5290088
6268,2,892,155,1.0,1.0,3,1,1,2,1,1,4,3.1,3.8,3.2,3.41,32,8962379
6269,3,1696,83,2.0,1.0,4,0,0,2,2,2,3,4.0,2.5,4.3,3.67,25,9945570
6270,2,833,173,1.0,1.0,3,4,0,0,2,2,3,4.3,2.0,2.0,2.69,5,10305953
6271,4,541,15,1.0,1.0,2,3,1,2,2,1,4,3.9,3.0,4.6,3.91,28,6367089
6272,3,1414,9,2.0,1.0,4,3,1,2,2,0,3,2.4,4.7,5.0,4.13,6,11014125
6273,6,1966,35,3.0,2.0,5,0,0,0,0,2,3,2.2,2.7,2.7,2.58,10,16646724
6274,2,704,127,1.0,1.0,2,4,1,2,2,1,5,2.5,2.6,5.0,3.29,30,8018619
6275,2,871,2,1.0,1.0,3,0,0,2,2,0,5,4.0,3.6,4.4,3.96,14,9744287
6276,3,1380,81,2.0,1.0,4,3,1,2,0,0,5,2.6,4.2,3.8,3.56,11,12005064
6277,5,1885,113,2.0,1.0,5,3,0,0,1,1,5,2.4,4.0,3.5,3.295,21,21777234
6278,4,916,176,1.0,1.0,3,0,1,2,2,2,0,2.8,3.8,4.6,3.82,13,5773640
6279,2,1115,39,1.0,1.0,3,4,0,0,2,2,4,3.7,4.7,3.5,4.04,38,12595671
6280,2,919,34,1.0,1.0,3,1,0,0,0,2,3,2.9,4.5,3.7,3.78,12,11756054
6281,4,883,115,1.0,1.0,2,4,0,2,2,1,1,4.9,4.4,4.2,4.47,25,4284239
6282,3,2065,29,3.0,2.0,5,1,1,1,0,0,5,4.2,3.7,2.7,3.45,18,13802328
6283,6,1869,106,3.0,2.0,5,3,0,2,0,0,4,2.5,2.2,4.2,2.88,5,12373620
6284,6,1625,181,2.0,1.0,4,1,0,0,0,2,3,2.7,3.0,5.0,3.53,10,14936243
6285,4,537,186,1.0,1.0,2,4,1,1,2,2,3,3.1,4.9,4.9,4.36,42,5657252
6286,6,1534,189,2.0,1.0,4,1,1,1,2,1,5,2.2,2.7,4.3,3.06,42,10050741
6287,2,1082,0,1.0,1.0,3,4,1,1,2,0,4,3.9,2.6,4.4,3.53,19,10180561
6288,2,1279,143,2.0,1.0,4,1,0,2,1,0,5,3.2,3.1,4.7,3.61,24,11633845
6289,5,1544,197,1.0,1.0,4,3,0,1,0,1,5,4.6,3.1,3.0,3.505,16,11971504
6290,2,1101,78,1.0,1.0,3,2,1,0,2,2,4,4.1,4.1,2.7,3.68,18,14168025
6291,4,1230,93,1.0,1.0,3,2,0,2,1,2,0,4.5,2.4,4.9,4.03,5,5805648
6292,4,956,79,1.0,1.0,3,3,1,0,2,2,1,3.6,3.7,3.3,3.51,43,8216602
6293,4,552,49,1.0,1.0,2,1,1,2,1,2,1,2.2,2.3,4.6,3.19,7,5548488
6294,2,925,50,1.0,1.0,3,3,1,2,2,1,4,3.8,4.0,4.7,4.15,36,8926580
6295,1,1822,122,2.0,1.0,5,1,1,1,2,0,5,3.4,4.0,4.3,3.91,36,15257400
6296,5,1781,190,1.0,1.0,4,1,1,0,0,1,3,4.2,2.1,3.9,3.54,9,21181695
6297,1,1628,4,1.0,1.0,4,0,0,2,1,0,4,2.5,4.2,5.0,3.925,13,13533251
6298,3,1736,188,2.0,1.0,4,4,1,1,2,0,4,2.1,2.6,3.5,2.81,15,11153205
6299,3,2016,31,3.0,2.0,5,1,0,1,2,0,4,2.1,4.0,4.4,3.59,8,11875459
6300,0,779,98,1.0,1.0,2,1,0,2,0,0,0,2.2,2.5,2.3,2.31,37,6374185
6301,2,1217,123,2.0,1.0,4,4,1,1,2,0,5,4.3,3.9,4.8,4.29,30,11157542
6302,6,1601,36,2.0,1.0,4,4,1,0,2,2,2,2.0,2.5,3.8,2.77,37,13691262
6303,4,1201,34,1.0,1.0,3,3,1,0,0,2,1,2.3,4.7,2.8,3.22,22,9980775
6304,4,579,88,1.0,1.0,2,2,0,1,0,0,3,4.4,2.5,3.4,3.43,12,6034942
6305,3,2289,66,4.0,2.0,6,2,0,0,2,0,5,4.3,4.3,4.1,4.22,22,19821489
6306,0,1023,67,1.0,1.0,3,1,1,2,2,2,2,3.0,2.9,2.3,2.63,31,9292058
6307,3,1900,87,3.0,2.0,5,4,1,0,2,2,5,2.7,4.0,2.2,2.89,25,17601350
6308,2,807,59,1.0,1.0,3,3,1,2,2,2,5,2.0,4.0,3.5,3.25,22,9628652
6309,5,1653,164,1.0,1.0,4,2,1,0,1,1,5,2.0,2.9,2.1,2.27,32,19895660
6310,3,1452,90,2.0,1.0,4,0,1,2,0,2,4,2.2,3.5,2.1,2.55,12,10906942
6311,5,1934,63,2.0,1.0,5,3,0,0,0,1,5,2.1,2.0,2.8,2.39,9,22498616
6312,6,1972,141,3.0,2.0,5,2,0,1,0,0,5,4.0,2.0,4.3,3.19,18,12026072
6313,1,1606,160,1.0,1.0,4,3,0,1,1,1,5,4.6,3.0,3.2,3.64,15,11937048
6314,5,1908,30,2.0,1.0,5,4,0,0,1,2,4,3.0,4.2,4.3,3.885,23,21213930
6315,2,741,32,1.0,1.0,2,0,0,0,1,1,3,3.0,5.0,2.0,3.5,32,8564168
6316,0,734,131,1.0,1.0,2,1,1,0,0,0,1,3.6,2.5,4.0,3.58,36,10636876
6317,5,1504,146,1.0,1.0,4,4,1,0,1,1,3,2.9,2.5,4.2,3.385,24,17292438
6318,2,1121,44,1.0,1.0,3,1,0,1,1,1,3,2.1,4.8,2.6,3.33,39,7468923
6319,1,1979,80,2.0,1.0,5,2,1,1,1,1,4,4.2,3.4,3.4,3.68,35,13574010
6320,4,1105,137,1.0,1.0,3,1,1,0,0,1,2,2.6,4.1,3.9,3.57,45,9312093
6321,6,1528,176,2.0,1.0,4,2,0,2,1,0,0,4.2,4.3,5.0,4.49,50,7404818
6322,1,1712,51,1.0,1.0,4,0,1,2,2,1,3,3.6,2.9,2.5,2.985,25,12873774
6323,0,955,145,1.0,1.0,3,0,0,2,1,2,5,2.1,2.5,4.5,3.38,13,9886626
6324,2,802,3,1.0,1.0,3,3,0,2,1,0,4,3.8,3.5,2.3,3.23,28,8311558
